# This file was produced by samtools stats (1.3.1+htslib-1.3.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats --reference /home/edanner/workspace/pigx_crispr/sample_data/amplicons/amplicon_lin-41.fa /home/edanner/workspace/pigx_crispr/sample_data/output/aln/lin-41/lin41RNA_pool1.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	d6f47667	d9648d29	972dd954
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	2448
SN	filtered sequences:	0
SN	sequences:	2448
SN	is sorted:	1
SN	1st fragments:	2448
SN	last fragments:	0
SN	reads mapped:	2448
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	total length:	328703	# ignores clipping
SN	bases mapped:	328703	# ignores clipping
SN	bases mapped (cigar):	328652	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	1191	# from NM fields
SN	error rate:	3.623894e-03	# mismatches / bases mapped (cigar)
SN	average length:	134
SN	maximum length:	151
SN	average quality:	33.3
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
# First Fragment Qualitites. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	64	0	0	0	0	0	3	0	0	0	0	2308	0	0	0	0	0	0	0	0	0
FFQ	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	2343	0	0	0	0	0	0	0	0	0
FFQ	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	2342	0	0	0	0	0	0	0	0	0
FFQ	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	2353	0	0	0	0	0	0	0	0	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	24	0	0	0	0	0	1	0	0	0	0	2347	0	0	0	0	0	0	0	0	0
FFQ	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	45	0	0	0	0	0	2	0	0	0	0	144	0	0	0	2155	0	0	0	0	0
FFQ	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	58	0	0	0	0	0	8	0	0	0	0	143	0	0	0	2149	0	0	0	0	0
FFQ	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	41	0	0	0	0	0	14	0	0	0	0	137	0	0	0	2153	0	0	0	0	0
FFQ	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	122	0	0	0	2174	0	0	0	0	0
FFQ	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	46	0	0	0	0	0	1	0	0	0	0	179	0	0	0	2154	0	0	0	0	0
FFQ	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	142	0	0	0	2180	0	0	0	0	0
FFQ	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	137	0	0	0	2164	0	0	0	0	0
FFQ	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	57	0	0	0	0	0	1	0	0	0	0	130	0	0	0	2196	0	0	0	0	0
FFQ	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	61	0	0	0	0	0	1	0	0	0	0	142	0	0	0	2163	0	0	0	0	0
FFQ	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	74	0	0	0	0	0	1	0	0	0	0	129	0	0	0	2167	0	0	0	0	0
FFQ	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	153	0	0	0	2169	0	0	0	0	0
